"Open.Houses","Photo","MLS","AR","Type","S","Address","City","BR","Baths.FTHQ.","SqFt","LP...SqFt","LP","SP","HOD","Lot.Sz","YB","DOM","X..of.Units","Change.Date","latitude","longitude","unit_count","Units_used","Pred_Unit_Rent","GPR_Monthly","EGI_Monthly","EGI_Annual","Expense_Size_Band","Expense_Size_Multiplier","Est_Expense_per_Unit_Annual","Annual_Expenses_Total","NOI_Monthly","NOI_Annual","Price_Used","Cap_Rate","Cap_Rate_Pct","Vacancy_Assumed","Benchmark_Base_perUnit_Annual","Benchmark_Notes","Baths","year","month_num","quarter_3m","GRM"
NA,18,"PW20166492MR",469,"INC","S","406  W Mckinley AVE ","POMONA",NA,"2.00 (0 0 0 0)",2023,"$286.21",579000,635000,"$0.00","7,695",1954,11,2,2020-09-29,34.076408,-117.756737,NA,2,1792.95,3585.9,3406.605,40879.26,"<50",1.18,10030,20060,1734.93833333333,20819.26,635000,0.0327862362204724,3.27862362204724,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2020,9,3,15.5335492863618
NA,13,"PW20171966MR",469,"INC","S","795 & 793 W 7th ST ","POMONA",NA,"2.00 (0 0 0 0)",1744,"$268.92",469000,480000,"$0.00","7,850",1944,109,2,2021-04-30,NA,NA,NA,2,1842.16,3684.32,3500.104,42001.248,"<50",1.18,10030,20060,1828.43733333333,21941.248,480000,0.0457109333333333,4.57109333333333,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2021,4,2,11.4282318468251
NA,30,"PW20219068MR",469,"INC","S","655  N Towne AVE ","POMONA",NA,"2.00 (0 0 0 0)",1398,"$361.23",505000,525000,"$0.00","10,225",1914,63,1,2021-05-16,34.064557,-117.7417314,NA,1,2030.49,2030.49,1928.9655,23147.586,"<50",1.18,10030,10030,1093.13216666667,13117.586,525000,0.0249858780952381,2.49858780952381,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2021,5,2,22.6805507926399
NA,53,"PW20239096MR",469,"INC","S","1040  E Kingsley AVE ","POMONA",NA,"3.00 (0 0 0 0)",1801,"$315.94",569000,613000,"$0.00","10,952",1930,11,3,2021-02-06,34.066525,-117.730567,NA,3,1689.43,5068.29,4814.8755,57778.506,"<50",1.18,10030,30090,2307.3755,27688.506,613000,0.0451688515497553,4.51688515497553,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2021,2,1,10.6094816643407
NA,1,"PW20243012MR",469,"INC","S","2347   Angela ST ","POMONA",NA,"4.00 (0 0 0 0)",4339,"$204.89",889000,873880,"","7,159",1965,11,4,2021-01-08,34.0290011,-117.7464515,NA,4,1873.14,7492.56,7117.932,85415.184,"<50",1.18,10030,40120,3774.59866666667,45295.184,873880,0.051832269876871,5.1832269876871,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",4,2021,1,1,10.2309678335412
NA,26,"PW20250983MR",1543,"INC","S","116  W Maitland ST ","ONTARIO",NA,"3.00 (0 0 0 0)",1250,"$372",465000,495000,"$0.00","9,072",1948,12,2,2021-02-09,34.053684,-117.6514667,NA,2,1685.97,3371.94,3203.343,38440.116,"<50",1.18,10030,20060,1531.67633333333,18380.116,495000,0.0371315474747475,3.71315474747475,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2021,2,1,12.8771723789803
NA,1,"PW21004137MR",469,"INC","S","648   Abbey LN ","POMONA",NA,"3.00 (0 0 0 0)",4370,"$268.65",1174000,1150000,"$0.00","7,807",1964,106,5,2021-05-17,34.0657096,-117.7217496,NA,5,1828.21,9141.05,8683.9975,104207.97,"<50",1.18,10030,50150,4504.83083333333,54057.97,1150000,0.0470069304347826,4.70069304347826,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2021,5,2,11.0356242425603
NA,34,"PW21071930MR",1795,"INC","S","530  E 9th ST ","UPLAND",NA,"6.00 (0 0 0 0)",5438,"$242.74",1320000,1260000,"","21,000",1954,24,5,2021-05-17,34.0961696,-117.6474418,NA,5,1836.68,9183.4,8724.23,104690.76,"<50",1.18,10030,50150,4545.06333333333,54540.76,1260000,0.0432863174603175,4.32863174603175,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",6,2021,5,2,12.0354461081379
NA,18,"PW21080775MR",1543,"INC","S","723  W Maitland ST ","ONTARIO",NA,"2.00 (0 0 0 0)",1868,"$347.43",649000,652000,"$0.00","7,938",1962,4,2,2021-05-22,34.0534981,-117.661277,NA,2,1867.55,3735.1,3548.345,42580.14,"<50",1.18,10030,20060,1876.67833333333,22520.14,652000,0.0345400920245399,3.45400920245399,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2021,5,2,15.3123028717144
NA,20,"PW21082632MR",1543,"INC","S","723  W Maitland ST ","ONTARIO",4,"2.00 (2 0 0 0)",1802,"$360.16",649000,652000,"$0.00","7,938",1962,5,NA,2021-05-22,34.0534981,-117.661277,NA,1,1940.48,1940.48,1843.456,22121.472,"<50",1.18,10030,10030,1007.62266666667,12091.472,652000,0.0185452024539877,1.85452024539877,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2021,5,2,29.4736263481924
NA,4,"RS18021382MR",469,"INC","S","809  N Eleanor ST ","POMONA",NA,"1.00 (0 0 0 0)",1260,"$297.62",375000,368000,"","4,312",1924,28,2,2018-06-05,34.0656312,-117.7439629,NA,2,1602.1,3204.2,3043.99,36527.88,"<50",1.18,10030,20060,1372.32333333333,16467.88,368000,0.0447496739130435,4.47496739130435,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",1,2018,6,2,10.0744965215611
NA,26,"RS18297689MR",469,"INC","S","963   Price AVE ","POMONA",NA,"5.00 (0 0 0 0)",3778,"$192.96",729000,730000,"$0.00","10,871",1946,74,5,2019-04-25,34.0990195,-117.733696430929,NA,5,1574.87,7874.35,7480.6325,89767.59,"<50",1.18,10030,50150,3301.46583333333,39617.59,730000,0.0542706712328767,5.42706712328767,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",5,2019,4,2,8.1321109322418
NA,3,"RS20026717MR",469,"INC","S","973  N Eleanor ST ","POMONA",NA,"1.00 (0 0 0 0)",1920,"$254.69",489000,494500,"","2,907",1928,8,2,2020-03-19,34.0672592,-117.7440246,NA,2,1800.11,3600.22,3420.209,41042.508,"<50",1.18,10030,20060,1748.54233333333,20982.508,494500,0.0424317654196158,4.24317654196158,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",1,2020,3,1,12.0484839766615
NA,12,"RS21039585MR",469,"INC","S","1357   Phillips BLVD ","POMONA",NA,"6.00 (0 0 0 0)",5336,"$234.07",1249000,1250000,"","12,350",1997,64,3,2021-05-19,34.0456112,-117.7684361,NA,3,2290.82,6872.46,6528.837,78346.044,"<50",1.18,10030,30090,4021.337,48256.044,1250000,0.0386048352,3.86048352,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",6,2021,5,2,15.9548579121621
NA,1,"SC20246212MR",469,"INC","S","2424   Angela ST ","POMONA",NA,"7.00 (0 0 0 0)",3828,"$218.91",838000,800000,"$0.00","7,153",1965,56,4,2021-04-08,34.0271133,-117.7457126,NA,4,1914.31,7657.24,7274.378,87292.536,"<50",1.18,10030,40120,3931.04466666667,47172.536,800000,0.05896567,5.896567,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",7,2021,4,2,9.16458653463797
NA,3,"SR18002718CN",469,"INC","S","772  W 9TH ST ","POMONA",NA," (0 0 0 0)",2735,"$182.45",499000,575000,"$0.00","8,978",1909,11,2,2018-03-15,34.0512165,-117.7572873,NA,2,1811.47,3622.94,3441.793,41301.516,"<50",1.18,10030,20060,1770.12633333333,21241.516,575000,0.0369417669565217,3.69417669565217,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",NA,2018,3,1,13.9220071243874
NA,1,"SR18035407CN",1543,"INC","S","813  N CAMPUS AVE ","ONTARIO",NA," (0 0 0 0)",1452,"$247.25",359000,381000,"$0.00","4,600",1956,113,2,2018-06-07,NA,NA,NA,2,1687.96,3375.92,3207.124,38485.488,"<50",1.18,10030,20060,1535.45733333333,18425.488,381000,0.0483608608923884,4.83608608923884,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",NA,2018,6,2,9.89983549123763
NA,31,"SR19274490CN",1543,"INC","S","1377  S Sultana AVE ","ONTARIO",4,"2.00 (0 0 0 0)",1560,"$319.87",499000,465000,"","7,109",1953,34,2,2022-10-31,34.0487156,-117.6459285,NA,2,2020.33,4040.66,3838.627,46063.524,"<50",1.18,10030,20060,2166.96033333333,26003.524,465000,0.0559215569892473,5.59215569892473,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2022,10,4,10.094755234098
NA,15,"SR20044290CN",469,"INC","S","860  W 7th ST ","POMONA",4,"2.00 (0 0 0 0)",1560,"$275.64",430000,407000,"","5,550",1959,68,2,2020-07-16,34.0530045,-117.7582362,NA,2,1663.87,3327.74,3161.353,37936.236,"<50",1.18,10030,20060,1489.68633333333,17876.236,407000,0.0439219557739558,4.39219557739558,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2020,7,3,10.7285287870942
NA,15,"SR20106391CN",469,"INC","S","1690  E 7th ST ","POMONA",5,"4.00 (4 0 0 0)",2494,"$340.82",850000,825000,"$0.00","37,279",1921,17,NA,2020-09-14,34.0538801,-117.7228276,NA,1,1819.84,1819.84,1728.848,20746.176,"<50",1.18,10030,10030,893.014666666666,10716.176,825000,0.0129893042424242,1.29893042424242,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",4,2020,9,3,39.7663646543826
NA,8,"TR17244549MR",469,"INC","S","2002   Via Lido PL ","POMONA",6,"4.00 (4 0 0 0)",2044,"$283.76",580000,569000,"$0.00","7,703",1962,67,1,2018-04-26,34.0788064,-117.7442891,NA,1,2317.67,2317.67,2201.7865,26421.438,"<50",1.18,10030,10030,1365.95316666667,16391.438,569000,0.0288074481546573,2.88074481546573,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",4,2018,4,2,21.5355424636615
NA,8,"TR17245279MR",469,"INC","S","2002   Via Lido PL ","POMONA",NA," (0 0 0 0)",2044,"$283.76",580000,569000,"","7,703",1962,67,2,2018-04-26,34.0788064,-117.7442891,NA,2,1653.76,3307.52,3142.144,37705.728,"<50",1.18,10030,20060,1470.47733333333,17645.728,569000,0.0310118242530756,3.10118242530756,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",NA,2018,4,2,15.0905453940579
NA,19,"TR18008333MR",469,"INC","S","804  E 9th ST ","POMONA",NA," (0 0 0 0)",3240,"$369.72",1197900,1175000,"","14,163",1961,67,5,2018-04-06,34.0516147,-117.7409499,NA,5,1546.04,7730.2,7343.69,88124.28,"<50",1.18,10030,50150,3164.52333333333,37974.28,1175000,0.0323185361702128,3.23185361702128,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",NA,2018,4,2,13.3334422703936
NA,11,"TR18019211MR",1543,"INC","S","3161   INLAND EMPIRE  ","ONTARIO",NA," (0 0 0 0)",3886,"$244.47",950000,957500,"","13,386",1987,18,4,2018-03-31,34.0703961,-117.5829819,NA,4,1810.19,7240.76,6878.722,82544.664,"<50",1.18,10030,40120,3535.38866666667,42424.664,957500,0.0443077430809399,4.43077430809399,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",NA,2018,3,1,11.5997806956971
NA,16,"TR18027908MR",1543,"INC","S","1354   Virginia AVE ","ONTARIO",NA,"4.00 (0 0 0 0)",3344,"$254.19",850000,880000,"$0.00","7,200",1963,14,4,2018-03-18,34.0828637,-117.6303766,NA,4,1556.19,6224.76,5913.522,70962.264,"<50",1.18,10030,40120,2570.18866666667,30842.264,880000,0.0350480272727273,3.50480272727273,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",4,2018,3,1,12.4009572186141
NA,1,"TR18043246MR",1455,"INC","S","5193   Canoga ST ","MONTCLAIR",NA," (0 0 0 0)",3968,"$216.23",858000,845000,"$0.00","7,320",1964,12,4,2018-04-03,34.0658437,-117.6922146,NA,4,1603.15,6412.6,6091.97,73103.64,"<50",1.18,10030,40120,2748.63666666667,32983.64,845000,0.0390338934911243,3.90338934911243,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",NA,2018,4,2,11.5589319492162
NA,19,"TR18060333MR",469,"INC","S","576   Texas ST ","POMONA",NA," (0 0 0 0)",1764,"$260.20",459000,440000,"$0.00","7,680",1890,117,2,2018-09-20,34.0650323,-117.7586829,NA,2,1560.21,3120.42,2964.399,35572.788,"<50",1.18,10030,20060,1292.73233333333,15512.788,440000,0.0352563363636364,3.52563363636364,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",NA,2018,9,3,12.3690052070139
NA,17,"TR18065735MR",469,"INC","S","1377   Abbey LN ","POMONA",NA," (0 0 0 0)",3592,"$219.65",789000,789000,"","7,430",1961,33,4,2018-05-17,34.0659078,-117.7222738,NA,4,1537.42,6149.68,5842.196,70106.352,"<50",1.18,10030,40120,2498.86266666667,29986.352,789000,0.038005515842839,3.8005515842839,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",NA,2018,5,2,11.2543297075278
NA,26,"TR18081952MR",469,"INC","S","2423   Angela ST ","POMONA",NA," (0 0 0 0)",3916,"$183.86",720000,765000,"","7,199",1964,16,4,2018-05-30,34.0273755,-117.7463875,NA,4,1663.47,6653.88,6321.186,75854.232,"<50",1.18,10030,40120,2977.85266666667,35734.232,765000,0.046711414379085,4.67114143790849,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",NA,2018,5,2,10.0851327583147
NA,19,"TR18094096MR",469,"INC","S","515  E Pasadena ST ","POMONA",NA," (0 0 0 0)",4242,"$200.38",850000,835000,"","9,025",1927,8,6,2018-05-18,34.063981,-117.7411063,NA,6,1513.68,9082.08,8627.976,103535.712,"<50",1.18,10030,60180,3612.976,43355.712,835000,0.0519230083832335,5.19230083832335,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",NA,2018,5,2,8.06485012630231
NA,10,"TR18121060MR",1543,"INC","S","1036  E Elma ST #A-B-C","ONTARIO",NA," (0 0 0 0)",2175,"$298.85",650000,650000,"$0.00","5,292",1962,22,3,2018-06-25,34.0661602,-117.6333958,NA,3,1613.01,4839.03,4597.0785,55164.942,"<50",1.18,10030,30090,2089.5785,25074.942,650000,0.0385768338461538,3.85768338461538,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",NA,2018,6,2,11.7828457066084
NA,33,"TR18143019MR",1543,"INC","S","1540  N Hope AVE ","ONTARIO",NA," (0 0 0 0)",2931,"$272.91",799900,800000,"$0.00","7,950",2005,6,3,2018-07-31,34.0866583,-117.6375974,NA,3,1900.35,5701.05,5415.9975,64991.97,"<50",1.18,10030,30090,2908.4975,34901.97,800000,0.0436274625,4.36274625,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",NA,2018,7,3,12.3092129689252
NA,2,"TR18163647MR",1543,"INC","S","404  W Phillips ST ","ONTARIO",NA," (0 0 0 0)",2400,"$260.42",625000,613000,"$0.00","10,800",1955,43,3,2018-11-27,34.0501943,-117.6548916,NA,3,1581,4743,4505.85,54070.2,"<50",1.18,10030,30090,1998.35,23980.2,613000,0.0391194127243067,3.91194127243067,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",NA,2018,11,4,11.3371136041664
NA,50,"TR18170206MR",469,"INC","S","1040  S Park AVE ","POMONA",NA," (0 0 0 0)",2054,"$277.51",570000,550000,"$0.00","7,338",2006,11,2,2018-08-09,34.0500666,-117.754126,NA,2,2009.46,4018.92,3817.974,45815.688,"<50",1.18,10030,20060,2146.30733333333,25755.688,550000,0.0468285236363636,4.68285236363636,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",NA,2018,8,3,12.0046216483751
NA,17,"TR18173531MR",469,"INC","S","580  E Kingsley AVE ","POMONA",NA," (0 0 0 0)",1500,"$320",480000,453000,"","11,097",1921,27,2,2018-10-01,34.0662854,-117.742156,NA,2,1574,3148,2990.6,35887.2,"<50",1.18,10030,20060,1318.93333333333,15827.2,453000,0.0349386313465784,3.49386313465784,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",NA,2018,10,4,12.6228850397913
NA,63,"TR18176597MR",469,"INC","S","275  W Phillips BLVD ","POMONA",NA," (0 0 0 0)",1977,"$227.62",450000,450000,"$0.00","6,501",1947,8,3,2018-08-15,34.0442391,-117.7514575,NA,3,1605.37,4816.11,4575.3045,54903.654,"<50",1.18,10030,30090,2067.8045,24813.654,450000,0.0551414533333333,5.51414533333333,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",NA,2018,8,3,8.19617579551263
NA,2,"TR18182901MR",469,"INC","S","844  E Mission BLVD ","POMONA",NA," (0 0 0 0)",5351,"$165.95",888000,883000,"","12,485",1946,25,6,2018-11-29,34.0552681,-117.7403051,NA,6,1564.16,9384.96,8915.712,106988.544,"<50",1.18,10030,60180,3900.712,46808.544,883000,0.0530108086070215,5.30108086070215,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",NA,2018,11,4,8.2532200830773
NA,16,"TR18184732MR",469,"INC","S","911  E 6th ST ","POMONA",NA,"4.00 (0 0 0 0)",2236,"$281.22",628800,612500,"$0.00","8,177",1952,93,4,2019-01-08,34.0545607,-117.7387517,NA,4,1509.19,6036.76,5734.922,68819.064,"<50",1.18,10030,40120,2391.58866666667,28699.064,612500,0.0468556146938775,4.68556146938776,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",4,2019,1,1,8.90015010956848
NA,4,"TR18188672MR",469,"INC","S","2444   Angela ST ","POMONA",NA," (0 0 0 0)",3818,"$198.53",758000,723000,"$0.00","7,241",1963,45,4,2018-09-20,34.027118,-117.745367,NA,4,1666.41,6665.64,6332.358,75988.296,"<50",1.18,10030,40120,2989.02466666667,35868.296,723000,0.0496103679114799,4.961036791148,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",NA,2018,9,3,9.51462314670143
NA,4,"TR18189304MR",1543,"INC","S","5357   Howard ST #B1.B2","ONTARIO",NA," (0 0 0 0)",1728,"$259.26",448000,407333,"$0.00","10,209",1975,38,2,2018-10-16,NA,NA,NA,2,1707.04,3414.08,3243.376,38920.512,"<50",1.18,10030,20060,1571.70933333333,18860.512,407333,0.0463024405093621,4.63024405093621,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",NA,2018,10,4,10.4657667401703
NA,4,"TR18195307MR",1543,"INC","S","5357   Howard ST #C1.C2","ONTARIO",NA," (0 0 0 0)",1728,"$259.26",448000,407333,"$0.00","10,209",1975,39,2,2018-10-16,NA,NA,NA,2,1707.04,3414.08,3243.376,38920.512,"<50",1.18,10030,20060,1571.70933333333,18860.512,407333,0.0463024405093621,4.63024405093621,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",NA,2018,10,4,10.4657667401703
NA,5,"TR18195325MR",1543,"INC","S","5357   Howard ST #D1.D2","ONTARIO",NA," (0 0 0 0)",1728,"$259.26",448000,407333,"$0.00","10,168",1975,39,2,2018-10-16,NA,NA,NA,2,1707.04,3414.08,3243.376,38920.512,"<50",1.18,10030,20060,1571.70933333333,18860.512,407333,0.0463024405093621,4.63024405093621,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",NA,2018,10,4,10.4657667401703
NA,26,"TR18203519MR",469,"INC","S","911   Sheridan AVE ","POMONA",NA,"4.00 (0 0 0 0)",2888,"$176.59",510000,505000,"$0.00","12,932",1882,151,2,2019-02-22,34.0678932,-117.726387,NA,2,1853.95,3707.9,3522.505,42270.06,"<50",1.18,10030,20060,1850.83833333333,22210.06,505000,0.0439803168316832,4.39803168316832,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",4,2019,2,1,11.9469903756938
NA,1,"TR18222676MR",469,"INC","S","2436   Angela ST ","POMONA",NA,"5.00 (0 0 0 0)",3970,"$193.45",768000,765000,"$0.00","7,200",1964,101,4,2019-03-05,34.0271161,-117.7455052,NA,4,1673.23,6692.92,6358.274,76299.288,"<50",1.18,10030,40120,3014.94066666667,36179.288,765000,0.0472931869281046,4.72931869281046,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",5,2019,3,1,10.0263058811243
NA,1,"TR18243456MR",1543,"INC","S","810  E Cedar ST ","ONTARIO",NA,"8.00 (0 0 0 0)",3937,"$273.05",1075000,1050000,"$0.00","10,890",1989,120,4,2019-03-14,34.0374113,-117.6399391,NA,4,1906.2,7624.8,7243.56,86922.72,"<50",1.18,10030,40120,3900.22666666667,46802.72,1050000,0.044574019047619,4.4574019047619,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",8,2019,3,1,12.0796956192811
NA,1,"TR18263230MR",1543,"INC","S","902  E Elma ST ","ONTARIO",NA," (0 0 0 0)",992,"$433.47",430000,425000,"$0.00","6,704",1928,0,2,2018-12-21,NA,NA,NA,2,1475.87,2951.74,2804.153,33649.836,"<50",1.18,10030,20060,1132.48633333333,13589.836,425000,0.0319760847058823,3.19760847058823,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",NA,2018,12,4,12.6300764140426
NA,3,"TR18283030MR",1543,"INC","S","1120   Elma ST #3","ONTARIO",NA,"3.00 (0 0 0 0)",2310,"$283.98",656000,650000,"","6,300",1955,51,3,2019-04-30,34.0660874,-117.6313125,NA,3,1579.41,4738.23,4501.3185,54015.822,"<50",1.18,10030,30090,1993.8185,23925.822,650000,0.0368089569230769,3.68089569230769,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2019,4,2,12.0335112182501
NA,5,"TR19046786MR",469,"INC","S","321  W 11th ST ","POMONA",NA,"3.00 (0 0 0 0)",2447,"$224.77",550000,520000,"$0.00","7,719",1958,45,2,2019-06-24,34.0496785,-117.752335,NA,2,1692.64,3385.28,3216.016,38592.192,"<50",1.18,10030,20060,1544.34933333333,18532.192,520000,0.0356388307692308,3.56388307692308,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2019,6,2,13.4742281547521
NA,68,"TR19054825MR",469,"INC","S","851  N Caswell AVE ","POMONA",NA,"3.00 (0 0 0 0)",1940,"$288.14",559000,550000,"","8,333",1923,12,3,2019-06-21,34.067096,-117.738938,NA,3,1560.54,4681.62,4447.539,53370.468,"<50",1.18,10030,30090,1940.039,23280.468,550000,0.0423281236363636,4.23281236363636,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2019,6,2,10.3053246600723
NA,27,"TR19061644MR",469,"INC","S","252  W Willow ST ","POMONA",NA,"2.00 (0 0 0 0)",1576,"$355.20",559800,565000,"","8,022",1946,13,2,2019-05-10,34.0803391,-117.756246,NA,2,1578.84,3157.68,2999.796,35997.552,"<50",1.18,10030,20060,1328.12933333333,15937.552,565000,0.0282080566371681,2.82080566371681,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2019,5,2,15.6955117392427
NA,5,"TR19063286MR",469,"INC","S","729   Washington AVE ","POMONA",NA,"4.00 (0 0 0 0)",3654,"$205.25",749990,785000,"$0.00","6,289",1963,29,4,2019-05-10,34.0650698,-117.7313707,NA,4,1645.8,6583.2,6254.04,75048.48,"<50",1.18,10030,40120,2910.70666666667,34928.48,785000,0.0444948789808917,4.44948789808917,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",4,2019,5,2,10.4599053838266
NA,1,"TR19089185MR",1543,"INC","S","520  S Palm AVE ","ONTARIO",NA,"2.00 (0 0 0 0)",1396,"$286.46",399900,411000,"","4,891",1952,13,2,2019-05-21,34.0586864,-117.6536449,NA,2,1613.22,3226.44,3065.118,36781.416,"<50",1.18,10030,20060,1393.45133333333,16721.416,411000,0.0406847104622871,4.06847104622871,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2019,5,2,11.1741211920716
NA,18,"TR19112154MR",1543,"INC","S","1205  E 4th ST ","ONTARIO",3,"2.00 (2 0 0 0)",1380,"$275.36",380000,399000,"$0.00","5,977",1960,21,NA,2019-08-14,34.0780668,-117.6298062,NA,1,1755.34,1755.34,1667.573,20010.876,"<50",1.18,10030,10030,831.739666666666,9980.876,399000,0.0250147268170426,2.50147268170426,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2019,8,3,19.9391570863764
NA,6,"TR19120533MR",1455,"INC","S","5140   Canoga ST ","MONTCLAIR",NA,"4.00 (0 0 0 0)",3422,"$233.78",799999,790000,"$0.00","7,590",1961,49,4,2019-08-28,34.0660073,-117.6928316,NA,4,1584.4,6337.6,6020.72,72248.64,"<50",1.18,10030,40120,2677.38666666667,32128.64,790000,0.040669164556962,4.0669164556962,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",4,2019,8,3,10.9344618805281
NA,10,"TR19162503MR",1543,"INC","S","1425   W. Stoneridge CT ","ONTARIO",NA,"3.00 (0 0 0 0)",8718,"$295.94",2580000,2500000,"","13,500",1962,100,12,2020-01-30,34.0644732,-117.6773527,NA,12,1544.09,18529.08,17602.626,211231.512,"<50",1.18,10030,120360,7572.626,90871.512,2500000,0.0363486048,3.63486048,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2020,1,1,11.8353553233099
NA,15,"TR19163085MR",1543,"INC","S","317  E Belmont ST ","ONTARIO",NA,"1.00 (0 0 0 0)",1548,"$341.02",527900,511000,"$0.00","6,200",1987,47,2,2019-11-12,34.051536,-117.64804,NA,2,1802.19,3604.38,3424.161,41089.932,"<50",1.18,10030,20060,1752.49433333333,21029.932,511000,0.0411544657534247,4.11544657534247,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",1,2019,11,4,12.4361364238812
NA,7,"TR19176717MR",469,"INC","S","778   Karesh AVE ","POMONA",NA,"4.00 (0 0 0 0)",2668,"$262.37",700000,725000,"$0.00","7,055",1961,8,4,2019-08-27,34.0665874,-117.722779,NA,4,1577.16,6308.64,5993.208,71918.496,"<50",1.18,10030,40120,2649.87466666667,31798.496,725000,0.0438599944827586,4.38599944827586,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",4,2019,8,3,10.0808559734063
NA,31,"TR19210585MR",469,"INC","S","757   Karesh AVE ","POMONA",NA,"12.00 (0 0 0 0)",7676,"$310.06",2380000,2250000,"","14,231",1960,239,12,2020-02-27,34.066414,-117.722977,NA,12,1556.9,18682.8,17748.66,212983.92,"<50",1.18,10030,120360,7718.66,92623.92,2250000,0.0411661866666667,4.11661866666667,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",12,2020,2,1,10.5641778027186
NA,1,"TR19226960MR",469,"INC","S","1105  E GRAND  ","POMONA",3,"3.00 (2 0 1 0)",1341,"$214.77",288000,260000,"$225.00","123,475",1990,39,NA,2019-11-03,34.0482963,-117.7344638,NA,1,2100.24,2100.24,1995.228,23942.736,"<50",1.18,10030,10030,1159.39466666667,13912.736,260000,0.0535105230769231,5.35105230769231,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2019,11,4,10.8592434882964
