"Open.Houses","Photo","MLS","AR","Type","S","Address","City","BR","Baths.FTHQ.","SqFt","LP...SqFt","LP","SP","HOD","Lot.Sz","YB","DOM","X..of.Units","Change.Date","latitude","longitude","unit_count","Units_used","Pred_Unit_Rent","GPR_Monthly","EGI_Monthly","EGI_Annual","Expense_Size_Band","Expense_Size_Multiplier","Est_Expense_per_Unit_Annual","Annual_Expenses_Total","NOI_Monthly","NOI_Annual","Price_Used","Cap_Rate","Cap_Rate_Pct","Vacancy_Assumed","Benchmark_Base_perUnit_Annual","Benchmark_Notes","Baths","year","month_num","quarter_3m","GRM","CITY_KEY","lat","lon","addr","SP_num","popup_html"
NA,26,"DW25055788MR",1543,"INC","S","857  N Vineyard AVE ","ONTARIO",9,"5.00 (0 0 0 0)",3822,"$268.18",1025000,975000,"","6,222",1963,97,4,2025-07-29,34.0736914,-117.6110984,NA,4,2155.73,8622.92,8191.774,98301.288,"<50",1.18,10030,40120,4848.44066666667,58181.288,975000,0.0596731158974359,5.96731158974359,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",5,2025,7,3,9.9184865207463,"ONTARIO",34.0736914,-117.6110984,"857  N Vineyard AVE ",975000,"<b>857  N Vineyard AVE </b><br/>SP: $975,000<br/>Date: 2025-07-29<br/># Units: 4<br/>Cap Rate: 5.97%<br/>GRM: 9.9"
NA,12,"CV25041520MR",1795,"INC","S","1424   Springfield ST ","UPLAND",8,"8.00 (0 0 0 0)",4028,"$322.49",1299000,1230000,"","7,800",1965,122,4,2025-07-30,34.10816,-117.675901,NA,4,2148.82,8595.28,8165.516,97986.192,"<50",1.18,10030,40120,4822.18266666667,57866.192,1230000,0.0470456845528455,4.70456845528455,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",8,2025,7,3,12.5527890705254,"UPLAND",34.10816,-117.675901,"1424   Springfield ST ",1230000,"<b>1424   Springfield ST </b><br/>SP: $1,230,000<br/>Date: 2025-07-30<br/># Units: 4<br/>Cap Rate: 4.7%<br/>GRM: 12.6"
NA,19,"SW25081651MR",1795,"INC","S","180  S 2nd AVE ","UPLAND",3,"3.00 (0 0 0 0)",1110,"$620.72",689000,625000,"","6,500",1948,92,3,2025-08-03,34.0928404,-117.6484456,NA,3,1596.71,4790.13,4550.6235,54607.482,"<50",1.18,10030,30090,2043.1235,24517.482,625000,0.0392279712,3.92279712,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2025,8,3,11.4453180609939,"UPLAND",34.0928404,-117.6484456,"180  S 2nd AVE ",625000,"<b>180  S 2nd AVE </b><br/>SP: $625,000<br/>Date: 2025-08-03<br/># Units: 3<br/>Cap Rate: 3.92%<br/>GRM: 11.4"
NA,54,"CV25126606MR",1795,"INC","S","416  N 3rd AVE ","UPLAND",8,"6.00 (0 0 0 0)",2036,"$466.60",950000,858000,"$0.00","12,192",1924,28,3,2025-08-08,34.1189273,-117.6463561,NA,3,2083.48,6250.44,5937.918,71255.016,"<50",1.18,10030,30090,3430.418,41165.016,858000,0.0479778741258741,4.79778741258741,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",6,2025,8,3,12.0412575586258,"UPLAND",34.1189273,-117.6463561,"416  N 3rd AVE ",858000,"<b>416  N 3rd AVE </b><br/>SP: $858,000<br/>Date: 2025-08-08<br/># Units: 3<br/>Cap Rate: 4.8%<br/>GRM: 12"
NA,6,"CV25081960MR",1795,"INC","S","1233   Woodbury CT ","UPLAND",8,"8.00 (0 0 0 0)",4380,"$308.22",1350000,1025000,"$0.00","7,380",1964,62,4,2025-08-11,34.1024424,-117.6715211,NA,4,2101.8,8407.2,7986.84,95842.08,"<50",1.18,10030,40120,4643.50666666667,55722.08,1025000,0.0543630048780488,5.43630048780488,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",8,2025,8,3,10.6946760754775,"UPLAND",34.1024424,-117.6715211,"1233   Woodbury CT ",1025000,"<b>1233   Woodbury CT </b><br/>SP: $1,025,000<br/>Date: 2025-08-11<br/># Units: 4<br/>Cap Rate: 5.44%<br/>GRM: 10.7"
NA,6,"CV25084066MR",1795,"INC","S","1241   Woodbury CT ","UPLAND",8,"8.00 (0 0 0 0)",4028,"$335.15",1350000,1025000,"$0.00","7,560",1964,62,4,2025-08-11,34.102443,-117.6715636,NA,4,2156.35,8625.4,8194.13,98329.56,"<50",1.18,10030,40120,4850.79666666667,58209.56,1025000,0.0567898146341463,5.67898146341463,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",8,2025,8,3,10.4241288174177,"UPLAND",34.102443,-117.6715636,"1241   Woodbury CT ",1025000,"<b>1241   Woodbury CT </b><br/>SP: $1,025,000<br/>Date: 2025-08-11<br/># Units: 4<br/>Cap Rate: 5.68%<br/>GRM: 10.4"
NA,NA,"COMP25145553",487,"INC","S","250   OLIVE ST ","CLAREMONT",8,"6.00 (6 0 0 0)",3536,"$353.51",1250000,1250000,"","27,477",1947,0,6,2025-08-12,34.0913041,-117.7178565,NA,6,1964.29,11785.74,11196.453,134357.436,"<50",1.18,10030,60180,6181.453,74177.436,1250000,0.0593419488,5.93419488,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",6,2025,8,3,9.30354163650459,"CLAREMONT",34.0913041,-117.7178565,"250   OLIVE ST ",1250000,"<b>250   OLIVE ST </b><br/>SP: $1,250,000<br/>Date: 2025-08-12<br/># Units: 6<br/>Cap Rate: 5.93%<br/>GRM: 9.3"
NA,9,"AR25098465MR",1543,"INC","S","409  E Belmont ST ","ONTARIO",2,"1.00 (0 0 0 0)",1548,"$483.85",749000,754000,"$0.00","6,200",1989,53,2,2025-08-13,34.0515449,-117.6470856,NA,2,1909.74,3819.48,3628.506,43542.072,"<50",1.18,10030,20060,1956.83933333333,23482.072,754000,0.0311433315649867,3.11433315649867,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",1,2025,8,3,17.3165852098173,"ONTARIO",34.0515449,-117.6470856,"409  E Belmont ST ",754000,"<b>409  E Belmont ST </b><br/>SP: $754,000<br/>Date: 2025-08-13<br/># Units: 2<br/>Cap Rate: 3.11%<br/>GRM: 17.3"
NA,17,"CV25045344MR",487,"INC","S","705   Pomello DR ","CLAREMONT",5,"3.00 (3 0 0 0)",2279,"$2,347.52",5350000,3500001,"$0.00","123,263",1912,67,NA,2025-08-14,34.1361011,-117.7052558,NA,1,2288.22,2288.22,2173.809,26085.708,"<50",1.18,10030,10030,1337.97566666667,16055.708,3500001,0.00458734383218748,0.458734383218748,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2025,8,3,134.173126525836,"CLAREMONT",34.1361011,-117.7052558,"705   Pomello DR ",3500001,"<b>705   Pomello DR </b><br/>SP: $3,500,001<br/>Date: 2025-08-14<br/>Cap Rate: 0.46%<br/>GRM: 134.2"
NA,30,"SR25129363MR",1543,"INC","S","1571  E Olive ST ","ONTARIO",5,"3.00 (0 0 0 0)",1994,"$408.73",815000,810000,"$0.00","7,314",1954,52,2,2025-08-26,34.0903586,-117.6204285,NA,2,2191.68,4383.36,4164.192,49970.304,"<50",1.18,10030,20060,2492.52533333333,29910.304,810000,0.0369263012345679,3.69263012345679,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2025,8,3,16.2096272217996,"ONTARIO",34.0903586,-117.6204285,"1571  E Olive ST ",810000,"<b>1571  E Olive ST </b><br/>SP: $810,000<br/>Date: 2025-08-26<br/># Units: 2<br/>Cap Rate: 3.69%<br/>GRM: 16.2"
NA,29,"SR25143547MR",1543,"INC","S","1571  E Olive ST ","ONTARIO",5,"3.00 (3 0 0 0)",1994,"$408.73",815000,810000,"$0.00","7,314",1954,39,NA,2025-08-30,34.0903586,-117.6204285,NA,1,2085.13,2085.13,1980.8735,23770.482,"<50",1.18,10030,10030,1145.04016666667,13740.482,810000,0.0169635580246914,1.69635580246914,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2025,8,3,34.0758761223268,"ONTARIO",34.0903586,-117.6204285,"1571  E Olive ST ",810000,"<b>1571  E Olive ST </b><br/>SP: $810,000<br/>Date: 2025-08-30<br/>Cap Rate: 1.7%<br/>GRM: 34.1"
NA,23,"CV25189776MR",487,"INC","S","356  W 8th ST ","CLAREMONT",3,"2.00 (2 0 0 0)",1618,"$757.11",1225000,1225000,"$0.00","8,252",1925,3,NA,2025-09-03,34.1015401,-117.719453,NA,1,2207.66,2207.66,2097.277,25167.324,"<50",1.18,10030,10030,1261.44366666667,15137.324,1225000,0.0123569991836735,1.23569991836735,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2025,9,3,48.6742253566569,"CLAREMONT",34.1015401,-117.719453,"356  W 8th ST ",1225000,"<b>356  W 8th ST </b><br/>SP: $1,225,000<br/>Date: 2025-09-03<br/>Cap Rate: 1.24%<br/>GRM: 48.7"
NA,10,"CV25107582MR",1795,"INC","S","558  E 9th ST #B","UPLAND",4,"3.00 (0 0 0 0)",2057,"$459.41",945000,905000,"$0.00","9,750",1905,77,3,2025-09-11,34.0961696,-117.6474418,NA,3,1790.6,5371.8,5103.21,61238.52,"<50",1.18,10030,30090,2595.71,31148.52,905000,0.0344182541436464,3.44182541436464,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2025,9,3,14.7782800760045,"UPLAND",34.0961696,-117.6474418,"558  E 9th ST #B",905000,"<b>558  E 9th ST #B</b><br/>SP: $905,000<br/>Date: 2025-09-11<br/># Units: 3<br/>Cap Rate: 3.44%<br/>GRM: 14.8"
NA,20,"WS25131211MR",1795,"INC","S","285  N Vallejo WAY ","UPLAND",9,"5.00 (0 0 0 0)",3820,"$365.18",1395000,1215000,"$0.00","11,700",1963,78,4,2025-09-20,34.096981,-117.6596098,NA,4,2153.2,8612.8,8182.16,98185.92,"<50",1.18,10030,40120,4838.82666666667,58065.92,1215000,0.0477908806584362,4.77908806584362,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",5,2025,9,3,12.3744830215982,"UPLAND",34.096981,-117.6596098,"285  N Vallejo WAY ",1215000,"<b>285  N Vallejo WAY </b><br/>SP: $1,215,000<br/>Date: 2025-09-20<br/># Units: 4<br/>Cap Rate: 4.78%<br/>GRM: 12.4"
NA,4,"CV25155576MR",487,"INC","S","267   Olive ST ","CLAREMONT",4,"2.00 (0 0 0 0)",1664,"$540.26",899000,885000,"","9,830",1933,0,2,2025-09-22,34.092107,-117.7179772,NA,2,2170.56,4341.12,4124.064,49488.768,"<50",1.18,10030,20060,2452.39733333333,29428.768,885000,0.0332528451977401,3.32528451977401,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2025,9,3,17.8828456590392,"CLAREMONT",34.092107,-117.7179772,"267   Olive ST ",885000,"<b>267   Olive ST </b><br/>SP: $885,000<br/>Date: 2025-09-22<br/># Units: 2<br/>Cap Rate: 3.33%<br/>GRM: 17.9"
NA,3,"17-255674",1543,"INC","S","1114  W RALSTON ST ","ONTARIO",0,"0.00 (0 0 0 0)",3144,"$162.21",510000,545000,"","8,100",1979,14,3,2018-04-18,34.0519455,-117.6703683,NA,3,1454.73,4364.19,4145.9805,49751.766,"<50",1.18,10030,30090,1638.4805,19661.766,545000,0.0360766348623853,3.60766348623853,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",0,2018,4,2,10.9543850162022,"ONTARIO",34.0519455,-117.6703683,"1114  W RALSTON ST ",545000,"<b>1114  W RALSTON ST </b><br/>SP: $545,000<br/>Date: 2018-04-18<br/># Units: 3<br/>Cap Rate: 3.61%<br/>GRM: 11"
NA,3,"18-375980",1543,"INC","S","212  E F ST ","ONTARIO",3,"2.00 (0 0 0 0)",1470,"$285.71",420000,410000,"","8,496",1956,27,2,2018-10-12,34.0693689,-117.6493594,NA,2,1371.65,2743.3,2606.135,31273.62,"<50",1.18,10030,20060,934.468333333334,11213.62,410000,0.0273502926829268,2.73502926829268,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2018,10,4,13.1100908689176,"ONTARIO",34.0693689,-117.6493594,"212  E F ST ",410000,"<b>212  E F ST </b><br/>SP: $410,000<br/>Date: 2018-10-12<br/># Units: 2<br/>Cap Rate: 2.74%<br/>GRM: 13.1"
NA,41,"18-413182",1543,"INC","S","3123   JAGUAR WAY ","ONTARIO",10,"6.50 (0 0 0 0)",3950,"$240.25",949000,985000,"","12,246",NA,10,4,2019-01-25,34.0726729,-117.584255,NA,4,1924.43,7697.72,7312.834,87754.008,"<50",1.18,10030,40120,3969.50066666667,47634.008,985000,0.0483593989847716,4.83593989847716,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",6.5,2019,1,1,11.2245585409615,"ONTARIO",34.0726729,-117.584255,"3123   JAGUAR WAY ",985000,"<b>3123   JAGUAR WAY </b><br/>SP: $985,000<br/>Date: 2019-01-25<br/># Units: 4<br/>Cap Rate: 4.84%<br/>GRM: 11.2"
NA,25,"180065194MR",2081,"INC","S","1205   Upland Hills Dr S  #S","UPLAND",3,"2.00 (2 0 0 0)",1685,"$331.75",559000,560639,"$315.00","2,000",1988,6,280,2018-12-21,34.1199089,-117.6344344,NA,280,1417.07,396779.6,376940.62,4523287.44,"200+",0.91,7735,2165800,196457.286666667,2357487.44,560639,4.20500079373715,420.500079373715,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2018,12,4,0.123945030563877,"UPLAND",34.1199089,-117.6344344,"1205   Upland Hills Dr S  #S",560639,"<b>1205   Upland Hills Dr S  #S</b><br/>SP: $560,639<br/>Date: 2018-12-21<br/># Units: 280<br/>Cap Rate: 420.5%<br/>GRM: 0.1"
NA,25,"190043862MR",1455,"INC","S","5214   Bandera St ","MONTCLAIR",NA,"2.00 (0 0 0 0)",NA,"$0",420000,405000,"$0.00","7,722",1960,77,2,2020-01-09,34.0651329,-117.6912354,NA,2,1694.86,3389.72,3220.234,38642.808,"<50",1.18,10030,20060,1548.56733333333,18582.808,405000,0.0458834765432099,4.58834765432099,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2020,1,1,10.4806048256121,"MONTCLAIR",34.0651329,-117.6912354,"5214   Bandera St ",405000,"<b>5214   Bandera St </b><br/>SP: $405,000<br/>Date: 2020-01-09<br/># Units: 2<br/>Cap Rate: 4.59%<br/>GRM: 10.5"
NA,19,"20-655348",1455,"INC","S","10285   Poulsen Ave ","MONTCLAIR",NA,"6.00 (0 0 0 0)",NA,"$0",950000,950000,"","8,105",NA,36,2,2021-02-04,34.0677958,-117.6910921,NA,2,2093.43,4186.86,3977.517,47730.204,"<50",1.18,10030,20060,2305.85033333333,27670.204,950000,0.0291265305263158,2.91265305263158,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",6,2021,2,1,19.9035394862339,"MONTCLAIR",34.0677958,-117.6910921,"10285   Poulsen Ave ",950000,"<b>10285   Poulsen Ave </b><br/>SP: $950,000<br/>Date: 2021-02-04<br/># Units: 2<br/>Cap Rate: 2.91%<br/>GRM: 19.9"
NA,10,"21-722158",1455,"INC","S","10374   Marion Ave ","MONTCLAIR",6,"6.00 (0 0 0 0)",3200,"$293.75",940000,940000,"","8,050",2017,0,2,2021-05-10,34.065491,-117.693548,NA,2,2321.5,4643,4410.85,52930.2,"<50",1.18,10030,20060,2739.18333333333,32870.2,940000,0.0349682978723404,3.49682978723404,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",6,2021,5,2,17.7592376374924,"MONTCLAIR",34.065491,-117.693548,"10374   Marion Ave ",940000,"<b>10374   Marion Ave </b><br/>SP: $940,000<br/>Date: 2021-05-10<br/># Units: 2<br/>Cap Rate: 3.5%<br/>GRM: 17.8"
NA,5,"320005270IT",1455,"INC","S","10311   KIMBERLY Avenue ","MONTCLAIR",4,"2.00 (2 0 0 0)",1800,"$325",585000,585000,"","7,274",1964,15,2,2021-05-24,34.0665554,-117.7085537,NA,2,1797.93,3595.86,3416.067,40992.804,"<50",1.18,10030,20060,1744.40033333333,20932.804,585000,0.0357825709401709,3.57825709401709,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2021,5,2,14.2707973819015,"MONTCLAIR",34.0665554,-117.7085537,"10311   KIMBERLY Avenue ",585000,"<b>10311   KIMBERLY Avenue </b><br/>SP: $585,000<br/>Date: 2021-05-24<br/># Units: 2<br/>Cap Rate: 3.58%<br/>GRM: 14.3"
NA,48,"818003756PF",487,"INC","S","1017   Yale AVE ","CLAREMONT",NA,"4.00 (0 0 0 0)",NA,"$0",899000,1036000,"","8,500",1926,46,2,2020-04-09,34.104011,-117.718536,NA,2,1855.93,3711.86,3526.267,42315.204,"<50",1.18,10030,20060,1854.60033333333,22255.204,1036000,0.0214818571428571,2.14818571428571,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",4,2020,4,2,24.4829258060531,"CLAREMONT",34.104011,-117.718536,"1017   Yale AVE ",1036000,"<b>1017   Yale AVE </b><br/>SP: $1,036,000<br/>Date: 2020-04-09<br/># Units: 2<br/>Cap Rate: 2.15%<br/>GRM: 24.5"
NA,1,"819000902PF",1455,"INC","S","4752   Canoga ST ","MONTCLAIR",8,"8.00 (0 0 0 0)",NA,"$0",849000,860000,"$0.00","7,560",1964,39,4,2020-04-09,34.0659847,-117.7014718,NA,4,1767.31,7069.24,6715.778,80589.336,"<50",1.18,10030,40120,3372.44466666667,40469.336,860000,0.0470573674418605,4.70573674418605,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",8,2020,4,2,10.6713870927042,"MONTCLAIR",34.0659847,-117.7014718,"4752   Canoga ST ",860000,"<b>4752   Canoga ST </b><br/>SP: $860,000<br/>Date: 2020-04-09<br/># Units: 4<br/>Cap Rate: 4.71%<br/>GRM: 10.7"
NA,21,"819004639PF",1543,"INC","S","312  N Camellia AVE ","ONTARIO",NA," (0 0 0 0)",NA,"$0",759000,850000,"","6,650",1964,7,4,2020-04-09,34.0664072,-117.6723577,NA,4,1747.55,6990.2,6640.69,79688.28,"<50",1.18,10030,40120,3297.35666666667,39568.28,850000,0.0465509176470588,4.65509176470588,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",NA,2020,4,2,10.6665622598455,"ONTARIO",34.0664072,-117.6723577,"312  N Camellia AVE ",850000,"<b>312  N Camellia AVE </b><br/>SP: $850,000<br/>Date: 2020-04-09<br/># Units: 4<br/>Cap Rate: 4.66%<br/>GRM: 10.7"
NA,6,"AR18034661MR",1543,"INC","S","1161  W Vesta ST ","ONTARIO",NA,"2.00 (0 0 0 0)",4464,"$198.92",888000,890000,"","18,000",1964,6,4,2018-03-14,34.0654219,-117.6730975,NA,4,1621.48,6485.92,6161.624,73939.488,"<50",1.18,10030,40120,2818.29066666667,33819.488,890000,0.0379994247191011,3.79994247191011,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2018,3,1,12.0368699334245,"ONTARIO",34.0654219,-117.6730975,"1161  W Vesta ST ",890000,"<b>1161  W Vesta ST </b><br/>SP: $890,000<br/>Date: 2018-03-14<br/># Units: 4<br/>Cap Rate: 3.8%<br/>GRM: 12"
NA,4,"AR18191306MR",1543,"INC","S","1345  W Stoneridge CT ","ONTARIO",NA,"6.00 (0 0 0 0)",3495,"$276.97",968000,925000,"$142.00","10,800",1978,92,6,2018-11-29,34.0644498,-117.675827,NA,6,1590,9540,9063,108756,"<50",1.18,10030,60180,4048,48576,925000,0.0525145945945946,5.25145945945946,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",6,2018,11,4,8.50527786972673,"ONTARIO",34.0644498,-117.675827,"1345  W Stoneridge CT ",925000,"<b>1345  W Stoneridge CT </b><br/>SP: $925,000<br/>Date: 2018-11-29<br/># Units: 6<br/>Cap Rate: 5.25%<br/>GRM: 8.5"
NA,10,"AR19168793MR",1543,"INC","S","1707  E Fairfield CT ","ONTARIO",NA,"7.00 (0 0 0 0)",4269,"$228.16",974000,955000,"$0.00","9,791",1979,26,4,2019-10-04,34.0297519,-117.6150928,NA,4,1885.37,7541.48,7164.406,85972.872,"<50",1.18,10030,40120,3821.07266666667,45852.872,955000,0.0480134785340314,4.80134785340314,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",7,2019,10,4,11.1081551399144,"ONTARIO",34.0297519,-117.6150928,"1707  E Fairfield CT ",955000,"<b>1707  E Fairfield CT </b><br/>SP: $955,000<br/>Date: 2019-10-04<br/># Units: 4<br/>Cap Rate: 4.8%<br/>GRM: 11.1"
NA,48,"AR20081454MR",1543,"INC","S","156   Lassen PL ","ONTARIO",NA,"6.00 (0 0 0 0)",4001,"$287.43",1150000,1113000,"","12,096",1986,27,4,2020-07-24,34.0649839,-117.620872,NA,4,1928.42,7713.68,7327.996,87935.952,"<50",1.18,10030,40120,3984.66266666667,47815.952,1113000,0.0429613225516622,4.29613225516622,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",6,2020,7,3,12.6569392232201,"ONTARIO",34.0649839,-117.620872,"156   Lassen PL ",1113000,"<b>156   Lassen PL </b><br/>SP: $1,113,000<br/>Date: 2020-07-24<br/># Units: 4<br/>Cap Rate: 4.3%<br/>GRM: 12.7"
NA,5,"AR20152840MR",1543,"INC","S","424  W Nevada ST ","ONTARIO",NA,"2.00 (0 0 0 0)",1060,"$376.42",399000,430000,"","6,132",1925,7,2,2020-08-28,34.0569015,-117.6550795,NA,2,1615.5,3231,3069.45,36833.4,"<50",1.18,10030,20060,1397.78333333333,16773.4,430000,0.0390079069767442,3.90079069767442,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2020,8,3,11.6741870150461,"ONTARIO",34.0569015,-117.6550795,"424  W Nevada ST ",430000,"<b>424  W Nevada ST </b><br/>SP: $430,000<br/>Date: 2020-08-28<br/># Units: 2<br/>Cap Rate: 3.9%<br/>GRM: 11.7"
NA,32,"AR20168612MR",1795,"INC","S","392  E Arrow  ","UPLAND",5,"3.00 (3 0 0 0)",2369,"$248.63",589000,618000,"$0.00","19,173",1905,26,NA,2020-11-11,34.1006531,-117.6714725,NA,1,1769.72,1769.72,1681.234,20174.808,"<50",1.18,10030,10030,845.400666666666,10144.808,618000,0.0164155469255663,1.64155469255663,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2020,11,4,30.6322617791456,"UPLAND",34.1006531,-117.6714725,"392  E Arrow  ",618000,"<b>392  E Arrow  </b><br/>SP: $618,000<br/>Date: 2020-11-11<br/>Cap Rate: 1.64%<br/>GRM: 30.6"
NA,36,"AR20209765MR",1795,"INC","S","171   Linda WAY ","UPLAND",NA,"5.00 (0 0 0 0)",3732,"$253.22",945000,891112,"","8,820",1971,92,4,2021-02-17,34.092669,-117.6715721,NA,4,1886,7544,7166.8,86001.6,"<50",1.18,10030,40120,3823.46666666667,45881.6,891112,0.0514880284408694,5.14880284408694,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",5,2021,2,1,10.3615746683783,"UPLAND",34.092669,-117.6715721,"171   Linda WAY ",891112,"<b>171   Linda WAY </b><br/>SP: $891,112<br/>Date: 2021-02-17<br/># Units: 4<br/>Cap Rate: 5.15%<br/>GRM: 10.4"
NA,22,"AR20216629MR",1543,"INC","S","1017  E Harvard PL ","ONTARIO",NA,"2.00 (0 0 0 0)",1680,"$267.86",450000,440000,"$0.00","7,256",1992,3,1,2020-11-01,34.0789762,-117.6357535,NA,1,2134.09,2134.09,2027.3855,24328.626,"<50",1.18,10030,10030,1191.55216666667,14298.626,440000,0.0324968772727273,3.24968772727273,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2020,11,4,18.0856904948105,"ONTARIO",34.0789762,-117.6357535,"1017  E Harvard PL ",440000,"<b>1017  E Harvard PL </b><br/>SP: $440,000<br/>Date: 2020-11-01<br/># Units: 1<br/>Cap Rate: 3.25%<br/>GRM: 18.1"
NA,20,"AR20216635MR",1543,"INC","S","823  E J ST ","ONTARIO",NA,"2.00 (0 0 0 0)",1232,"$349.03",430000,450000,"$0.00","7,800",1977,6,1,2020-11-18,34.0762264,-117.638405,NA,1,1954.52,1954.52,1856.794,22281.528,"<50",1.18,10030,10030,1020.96066666667,12251.528,450000,0.0272256177777778,2.72256177777778,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2020,11,4,20.1961014522882,"ONTARIO",34.0762264,-117.638405,"823  E J ST ",450000,"<b>823  E J ST </b><br/>SP: $450,000<br/>Date: 2020-11-18<br/># Units: 1<br/>Cap Rate: 2.72%<br/>GRM: 20.2"
NA,19,"AR20216641MR",1543,"INC","S","1836  N Placer AVE ","ONTARIO",NA,"2.00 (0 0 0 0)",1176,"$365.65",430000,422000,"$0.00","7,296",1976,66,1,2021-01-17,34.0908831,-117.6139648,NA,1,1956.87,1956.87,1859.0265,22308.318,"<50",1.18,10030,10030,1023.19316666667,12278.318,422000,0.0290955402843602,2.90955402843602,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2021,1,1,18.9167107981875,"ONTARIO",34.0908831,-117.6139648,"1836  N Placer AVE ",422000,"<b>1836  N Placer AVE </b><br/>SP: $422,000<br/>Date: 2021-01-17<br/># Units: 1<br/>Cap Rate: 2.91%<br/>GRM: 18.9"
NA,NA,"COMP23125980",487,"INC","S","440   VISTA DR ","CLAREMONT",24,"20.00 (20 0 0 0)",11904,"$1,008.06",12000000,12000000,"","41,145",1962,0,10,2023-03-07,34.0867171,-117.7200072,NA,10,2261.07,22610.7,21480.165,257761.98,"<50",1.18,10030,100300,13121.8316666667,157461.98,12000000,0.0131218316666667,1.31218316666667,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",20,2023,3,1,46.5545772111155,"CLAREMONT",34.0867171,-117.7200072,"440   VISTA DR ",12000000,"<b>440   VISTA DR </b><br/>SP: $12,000,000<br/>Date: 2023-03-07<br/># Units: 10<br/>Cap Rate: 1.31%<br/>GRM: 46.6"
NA,8,"CV17035582MR",1795,"INC","S","880  N Redding WAY ","UPLAND",NA,"4.00 (0 0 0 0)",3821,"$234.46",895888,875000,"","7,980",1962,271,4,2018-02-02,34.1048868,-117.656001,NA,4,1567.99,6271.96,5958.362,71500.344,"<50",1.18,10030,40120,2615.02866666667,31380.344,875000,0.0358632502857143,3.58632502857143,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",4,2018,2,1,12.2377033598608,"UPLAND",34.1048868,-117.656001,"880  N Redding WAY ",875000,"<b>880  N Redding WAY </b><br/>SP: $875,000<br/>Date: 2018-02-02<br/># Units: 4<br/>Cap Rate: 3.59%<br/>GRM: 12.2"
NA,8,"CV17035585MR",1795,"INC","S","890  N Redding WAY ","UPLAND",NA,"4.00 (0 0 0 0)",3821,"$234.46",895888,875000,"","7,980",1962,271,4,2018-02-02,34.1050552,-117.656001,NA,4,1570,6280,5966,71592,"<50",1.18,10030,40120,2622.66666666667,31472,875000,0.035968,3.5968,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",4,2018,2,1,12.2220359816739,"UPLAND",34.1050552,-117.656001,"890  N Redding WAY ",875000,"<b>890  N Redding WAY </b><br/>SP: $875,000<br/>Date: 2018-02-02<br/># Units: 4<br/>Cap Rate: 3.6%<br/>GRM: 12.2"
